student_id,study_hours,attendance,previous_marks,assignments_completed,sleep_hours,internet_usage,extracurricular,pass
555,6.4,80,52,5,7.0,4.1,No,1
556,6.3,75,47,10,5.0,2.2,Yes,1
557,4.3,100,73,8,7.3,5.6,Yes,1
558,7.7,50,41,2,6.6,5.0,Yes,1
559,2.2,55,34,6,8.7,3.5,No,0
560,5.0,99,52,10,6.7,0.6,No,1
561,6.4,82,96,3,7.3,5.6,No,1
562,0.5,60,41,4,8.0,3.1,No,0
563,2.0,50,38,1,7.0,5.9,No,0
564,6.6,64,54,7,8.7,4.8,No,1
565,4.3,85,39,8,5.8,7.6,No,1
566,6.6,86,62,7,8.8,4.7,Yes,1
567,7.7,79,88,9,8.4,4.1,No,1
568,5.3,64,59,5,6.4,3.1,Yes,1
569,2.5,68,41,6,7.5,6.7,Yes,0
570,1.8,70,75,3,8.5,2.5,Yes,1
571,2.0,97,60,4,5.4,2.0,Yes,1
572,3.2,99,43,1,8.6,5.6,No,1
573,6.2,84,35,7,6.2,2.9,No,1
574,7.9,82,65,6,5.5,4.8,Yes,1
575,3.7,84,34,8,6.1,7.0,Yes,1
576,1.4,83,88,5,7.6,0.6,Yes,1
577,1.3,73,63,2,7.0,2.3,No,1
578,3.1,61,93,6,5.4,5.8,No,1
579,3.5,78,53,9,5.1,4.8,Yes,1
580,5.9,65,85,6,5.4,6.5,Yes,1
581,0.6,76,93,2,9.0,6.9,No,1
582,2.8,85,36,6,4.9,1.7,Yes,1
583,4.1,90,42,7,7.9,2.4,No,1
584,7.5,66,74,0,6.4,3.1,Yes,1
585,5.4,84,52,4,6.1,5.5,No,1
586,3.9,55,78,9,5.8,5.2,Yes,1
587,5.3,71,83,10,7.3,3.5,Yes,1
588,3.1,70,70,10,5.8,2.5,No,1
589,3.8,73,96,7,6.4,1.9,Yes,1
590,2.3,66,40,3,5.3,1.3,Yes,1
591,4.0,53,33,6,6.9,8.0,Yes,0
592,1.7,91,79,4,5.5,6.0,No,1
593,1.5,60,33,0,7.5,7.0,No,0
594,4.0,84,64,8,6.5,7.8,Yes,1
595,3.9,97,85,8,7.4,4.5,No,1
596,2.2,55,86,4,6.1,2.4,No,1
597,4.4,98,47,5,5.8,4.5,No,1
598,4.1,50,85,4,7.2,6.5,No,1
599,7.1,77,80,3,5.2,6.0,No,1
600,2.2,55,84,10,5.6,6.2,No,1
601,6.1,67,82,3,8.3,1.9,No,1
602,3.9,78,64,9,6.7,2.9,Yes,1
603,4.5,61,43,4,5.7,5.9,Yes,0
604,1.6,81,57,5,6.4,6.4,No,1
605,4.0,100,34,5,4.9,6.1,Yes,1
606,6.3,54,99,7,5.3,7.2,No,1
607,6.7,57,61,6,8.0,3.8,Yes,1
608,6.0,56,96,10,8.9,4.0,No,1
609,1.7,96,35,8,6.8,2.4,No,0
610,7.2,92,57,1,5.6,3.8,Yes,1
611,2.6,57,80,3,4.5,0.8,No,1
612,1.7,99,41,3,5.2,1.2,No,1
613,8.0,90,37,0,6.1,1.7,Yes,1
614,2.2,85,74,7,7.8,0.7,No,1
615,1.5,52,92,7,7.0,4.6,No,1
616,1.9,72,71,7,5.7,6.7,Yes,0
617,1.7,68,63,8,6.2,0.5,No,1
618,7.1,89,76,9,5.6,5.9,No,1
619,5.6,99,100,2,7.3,2.9,No,1
620,4.4,54,35,2,5.3,0.7,Yes,1
621,1.2,86,79,10,6.7,5.2,No,1
622,2.2,95,39,0,8.7,2.1,No,1
623,6.7,79,37,5,7.0,7.5,No,1
624,6.5,53,64,8,4.7,1.0,No,1
625,2.1,83,42,1,7.8,4.5,Yes,0
626,5.4,86,52,8,7.9,3.6,Yes,1
627,4.8,93,88,10,6.4,1.3,Yes,1
628,4.3,92,50,8,9.0,3.8,No,1
629,4.6,70,77,6,7.9,3.7,No,1
630,4.7,63,78,8,8.7,2.4,No,1
631,3.5,96,34,4,7.2,4.4,No,0
632,7.9,63,70,0,8.0,7.6,No,1
633,4.3,86,49,1,4.7,3.2,Yes,1
634,7.2,65,59,4,8.1,1.2,No,1
635,2.1,54,71,7,5.3,6.7,Yes,1
636,2.8,96,78,1,8.0,7.4,No,1
637,6.6,76,45,3,7.9,6.9,Yes,1
638,5.2,53,69,8,4.7,4.5,Yes,1
639,5.7,59,36,10,7.8,3.4,No,1
640,4.8,55,58,6,5.8,3.5,Yes,1
641,4.1,97,36,8,6.3,1.1,No,1
642,1.5,58,91,8,5.4,3.5,Yes,1
643,8.0,83,61,3,4.8,6.3,No,1
644,4.8,57,82,6,6.1,1.9,No,1
645,0.7,69,51,5,7.3,7.9,No,0
646,3.8,64,55,10,6.2,6.2,Yes,1
647,0.9,89,48,4,4.6,5.7,Yes,0
648,4.0,71,56,8,5.5,4.6,No,1
649,5.2,59,32,6,7.1,5.5,Yes,1
650,1.0,62,64,0,6.6,7.6,Yes,0
651,2.5,92,76,1,4.6,7.0,No,0
652,3.4,95,42,5,6.7,5.0,Yes,1
653,4.3,79,32,0,5.6,4.5,No,0
654,6.1,51,74,10,6.1,5.2,Yes,1
655,7.8,67,37,10,5.7,3.4,Yes,1
656,7.6,64,49,5,8.5,5.4,Yes,1
657,4.4,93,59,6,5.6,1.6,No,1
658,3.0,84,46,3,7.4,4.9,Yes,1
659,2.8,95,97,2,6.4,7.3,Yes,1
660,4.7,60,70,1,7.0,7.6,Yes,1
661,6.8,59,33,5,8.5,3.6,No,1
662,6.1,90,65,2,8.0,1.3,Yes,1
663,7.9,89,64,9,7.1,2.2,Yes,1
664,0.7,55,91,2,6.8,5.0,No,0
665,3.4,80,47,2,5.4,0.7,Yes,1
666,7.6,64,55,3,4.8,7.5,No,1
667,4.2,70,88,3,6.4,6.3,No,1
668,3.5,97,98,8,7.4,5.8,Yes,1
669,3.9,52,61,8,6.9,7.9,Yes,1
670,4.4,90,36,3,5.8,3.5,No,1
671,2.6,60,84,4,7.3,0.9,Yes,1
672,5.3,55,94,1,5.3,4.9,Yes,1
673,2.9,51,52,7,7.2,5.8,Yes,1
674,1.2,70,50,1,4.9,5.8,No,0
675,5.8,96,95,9,8.8,3.3,No,1
676,1.8,71,49,2,8.4,1.8,Yes,0
677,2.8,99,87,4,7.3,1.4,Yes,1
678,0.5,98,62,0,6.6,6.9,Yes,0
679,4.2,63,90,7,6.3,1.1,Yes,1
680,4.6,89,56,0,5.3,0.9,No,1
681,6.9,92,68,5,8.6,0.9,No,1
682,1.7,68,52,7,7.9,3.2,Yes,0
683,2.7,73,78,1,7.9,6.8,Yes,1
684,1.5,94,65,5,6.9,4.4,Yes,1
685,1.3,96,97,1,6.7,5.7,No,1
686,6.9,66,97,9,9.0,3.2,Yes,1
687,4.2,96,93,7,8.1,7.1,Yes,1
688,7.8,50,45,0,6.6,6.5,Yes,1
689,8.0,76,35,5,6.1,6.5,Yes,1
690,2.0,68,62,1,5.9,4.3,No,0
691,1.4,71,73,6,7.8,5.1,Yes,1
692,2.0,71,91,7,8.1,5.3,No,1
693,4.0,84,72,7,8.0,3.6,Yes,1
694,2.7,96,70,8,6.9,2.1,No,1
695,7.2,72,38,2,5.8,0.7,No,1
696,6.8,86,79,2,7.2,7.0,No,1
697,2.9,52,64,6,4.9,7.1,No,0
698,7.6,63,97,4,5.3,3.3,Yes,1
699,7.4,78,94,0,8.1,7.3,Yes,1
700,7.4,96,97,4,8.0,1.6,Yes,1
701,7.5,93,46,3,7.8,3.9,Yes,1
702,7.5,93,41,5,6.6,0.8,No,1
703,6.2,90,56,5,5.4,2.6,No,1
704,5.5,67,49,2,5.7,0.6,Yes,1
705,3.1,70,64,2,8.7,6.5,Yes,0
706,2.8,71,99,7,4.7,0.7,Yes,1
707,0.9,77,80,2,7.7,7.2,No,0
708,2.8,62,98,1,8.9,6.2,No,1
709,1.2,94,89,1,6.6,5.6,No,1
710,7.6,59,63,5,6.3,5.7,No,1
711,7.1,79,92,0,4.8,1.3,No,1
712,1.8,99,74,9,7.1,4.3,No,1
713,6.5,70,39,4,6.9,3.5,No,1
714,2.3,60,91,6,4.8,2.1,No,1
715,3.8,100,73,8,7.6,1.8,Yes,1
716,5.8,81,44,9,7.2,2.9,Yes,1
717,1.8,75,38,9,5.0,6.6,No,0
718,5.3,53,41,3,8.2,7.2,Yes,1
719,5.5,78,98,4,6.3,4.8,Yes,1
720,7.1,69,68,6,7.7,7.4,Yes,1
721,5.1,82,81,2,8.3,1.0,Yes,1
722,4.7,72,44,4,8.4,2.3,No,1
723,5.8,75,78,6,7.0,5.5,No,1
724,4.7,73,83,2,5.8,7.0,Yes,1
725,1.0,51,48,7,7.5,7.8,Yes,0
726,5.3,76,88,9,8.7,5.2,No,1
727,4.6,78,79,5,5.5,3.7,Yes,1
728,6.9,65,94,4,6.3,4.6,No,1
729,0.8,80,77,1,7.1,7.7,Yes,0
730,6.0,98,65,7,6.8,4.4,Yes,1
731,5.2,92,39,10,7.4,6.5,No,1
732,7.3,84,31,7,6.5,7.3,No,1
733,7.7,68,67,2,4.7,7.4,No,1
734,4.7,53,90,9,5.3,0.9,No,1
735,5.2,68,92,1,5.1,1.1,No,1
736,5.1,67,62,0,7.8,5.0,Yes,1
737,3.3,61,63,3,6.7,6.5,Yes,0
738,1.1,59,49,7,7.9,3.6,No,0
739,3.8,90,51,3,7.1,6.8,Yes,1
740,6.2,57,36,2,6.6,4.1,No,1
741,6.1,84,59,6,7.6,3.4,No,1
742,7.0,50,66,7,6.2,2.9,Yes,1
743,4.5,72,85,9,8.6,6.9,No,1
744,6.5,66,80,7,8.0,6.1,Yes,1
745,5.6,61,70,8,4.5,0.6,Yes,1
746,1.2,56,87,5,5.5,2.6,Yes,0
747,5.1,53,57,9,7.4,5.8,Yes,1
748,5.0,74,53,1,7.6,2.4,No,1
749,1.1,79,65,6,7.6,5.5,No,0
750,6.4,67,37,6,6.2,8.0,No,1
751,2.5,78,38,7,8.9,2.0,No,1
752,4.2,59,99,6,5.5,5.3,No,1
753,1.3,54,39,9,7.8,6.3,Yes,0
754,1.6,90,30,0,7.5,2.5,No,0
755,4.8,82,92,7,6.5,6.8,Yes,1
756,0.5,94,91,1,7.1,7.5,No,0
757,2.8,53,41,5,6.9,7.7,Yes,0
758,6.2,68,55,2,7.0,7.8,Yes,1
759,3.4,56,75,7,4.9,5.2,Yes,1
760,1.9,96,60,7,6.2,6.4,No,1
761,7.7,78,32,0,6.0,3.0,Yes,1
762,2.1,91,96,7,8.7,7.0,Yes,1
763,2.2,54,34,2,6.7,0.6,Yes,0
764,5.4,50,52,10,4.7,2.8,Yes,1
765,1.8,87,38,1,5.0,5.0,Yes,0
766,2.0,71,81,5,5.0,5.6,Yes,1
767,7.7,63,35,9,5.3,1.0,No,1
768,3.6,94,77,8,5.2,2.3,Yes,1
769,6.4,90,78,2,4.6,4.2,Yes,1
770,7.4,95,66,6,7.6,6.4,No,1
771,2.0,90,64,8,6.5,2.3,Yes,1
772,0.8,61,93,9,8.8,5.2,No,1
773,0.5,65,54,1,8.9,7.8,No,0
774,7.9,82,58,7,8.0,5.4,No,1
775,1.3,59,90,7,5.3,5.5,Yes,0
776,3.2,63,85,4,6.0,6.5,No,1
777,6.1,84,52,2,8.0,4.1,Yes,1
778,2.3,78,71,6,5.4,5.6,No,1
779,1.3,64,42,3,7.8,7.0,No,0
780,1.1,87,92,0,8.5,1.6,No,1
781,3.3,79,54,10,6.1,2.5,No,1
782,5.7,53,65,2,5.0,4.0,No,1
783,3.1,68,50,10,8.8,7.3,Yes,1
784,6.9,81,57,9,6.6,4.0,Yes,1
785,6.0,65,61,5,6.5,2.2,Yes,1
786,7.2,76,35,0,9.0,6.0,Yes,1
787,3.5,94,42,7,6.7,1.1,Yes,1
788,3.5,63,46,5,5.8,5.4,Yes,0
789,5.5,60,88,9,7.9,0.7,No,1
790,1.5,95,81,2,8.1,3.3,No,1
791,0.5,90,39,6,8.5,3.0,Yes,0
792,6.1,94,99,9,8.1,6.4,Yes,1
793,3.0,53,95,10,6.1,0.9,No,1
794,5.1,73,76,2,7.4,5.8,Yes,1
795,3.0,84,44,10,6.7,7.5,Yes,1
796,6.2,70,75,4,6.8,3.7,Yes,1
797,3.1,81,94,8,8.2,4.0,No,1
798,3.3,93,38,3,8.5,3.9,Yes,1
799,1.8,54,43,2,5.7,5.7,No,0
800,2.0,90,32,4,6.4,5.6,Yes,0
801,3.7,97,32,4,5.4,0.7,Yes,1
802,4.4,71,82,9,6.0,5.3,No,1
803,5.5,83,100,7,6.6,4.8,No,1
804,2.5,80,77,4,8.0,0.9,No,1
805,7.7,89,50,8,5.8,7.8,Yes,1
806,1.4,70,46,7,5.7,1.9,Yes,1
807,7.8,59,77,7,6.9,1.7,No,1
808,0.7,81,48,7,8.7,1.7,No,1
809,2.7,68,48,9,7.8,7.4,No,1
810,6.0,52,47,10,7.0,2.8,No,1
811,2.2,72,41,5,4.7,5.3,Yes,0
812,6.3,62,32,1,6.9,3.8,Yes,1
813,3.5,81,70,9,7.2,7.6,No,1
814,5.9,77,77,6,6.2,2.6,No,1
815,3.8,85,41,3,7.8,3.8,No,1
816,2.7,96,84,6,5.1,4.9,Yes,1
817,2.8,83,72,1,8.7,4.9,No,1
818,3.6,67,83,2,7.0,5.8,Yes,1
819,6.7,68,100,7,4.7,6.7,No,1
820,6.0,64,33,0,5.2,2.8,No,0
821,5.5,68,83,2,6.7,5.7,Yes,1
822,6.2,81,38,9,7.9,4.9,No,1
823,5.2,80,45,5,6.8,4.8,No,1
824,0.9,70,89,2,6.1,0.9,No,1
825,7.3,72,36,4,5.8,5.3,Yes,1
826,6.2,61,42,9,7.9,4.6,No,1
827,5.6,69,64,10,7.6,3.2,No,1
828,0.6,83,66,5,8.0,3.6,Yes,0
829,1.7,64,54,8,7.3,6.7,Yes,0
830,7.4,57,46,0,6.7,2.8,No,1
831,3.8,88,96,5,5.3,2.8,Yes,1
832,6.9,59,59,4,5.1,1.5,Yes,1
833,6.2,57,39,0,8.0,6.2,Yes,1
834,0.7,92,95,9,4.8,1.4,No,1
835,2.8,50,42,1,8.6,2.0,Yes,0
836,3.1,55,48,4,8.8,3.1,Yes,1
837,6.4,89,60,8,7.1,1.2,Yes,1
838,5.9,68,51,8,4.5,5.9,Yes,1
839,6.9,80,76,9,5.3,5.6,Yes,1
840,3.2,74,84,3,6.8,3.6,No,1
841,1.3,58,93,5,7.7,4.7,Yes,1
842,4.2,74,66,7,7.2,2.8,No,1
843,3.6,77,54,1,8.5,6.5,No,0
844,8.0,81,43,6,6.5,5.4,Yes,1
845,3.5,94,43,2,4.8,7.8,No,0
846,6.8,75,45,3,8.3,5.9,No,1
847,6.2,87,64,10,8.7,3.2,No,1
848,4.3,59,88,1,5.0,4.2,Yes,1
849,1.5,56,36,1,6.7,0.7,Yes,0
850,5.6,59,68,9,7.3,6.2,No,1
851,2.0,92,93,7,6.8,4.6,Yes,1
852,0.7,77,45,6,6.5,6.9,No,0
853,0.7,85,68,2,6.7,1.5,No,0
854,1.3,93,92,10,7.0,4.5,No,1
855,6.9,82,37,6,5.7,4.9,No,1
856,3.1,68,71,0,4.6,0.8,No,1
857,6.1,51,73,6,4.9,3.1,No,1
858,0.9,65,61,3,7.4,4.9,Yes,0
859,1.4,60,32,8,6.0,4.0,No,0
860,7.3,67,32,7,7.1,7.9,No,1
861,2.9,56,92,1,7.6,2.0,No,1
862,6.2,71,51,9,5.8,7.8,Yes,1
863,6.9,100,39,8,5.5,2.5,No,1
864,3.5,64,41,9,4.9,3.0,Yes,1
865,4.5,77,56,5,8.1,5.4,No,1
866,2.7,92,99,5,5.4,3.5,No,1
867,4.6,51,96,2,7.1,2.1,No,1
868,5.3,89,85,9,7.8,0.9,Yes,1
869,1.6,59,68,6,6.3,7.0,Yes,0
870,6.8,67,66,10,5.2,5.7,Yes,1
871,1.4,62,33,3,8.1,2.8,No,0
872,3.8,91,34,3,5.2,1.5,No,1
873,2.6,85,52,10,8.3,7.7,No,1
874,0.9,55,70,9,5.8,1.0,No,1
875,5.5,55,80,2,5.6,4.8,Yes,1
876,6.7,99,97,4,6.7,1.2,Yes,1
877,2.9,87,79,3,8.7,2.1,Yes,1
878,7.8,78,82,4,8.4,0.9,No,1
879,1.3,84,84,7,7.6,7.7,Yes,1
880,5.9,69,32,10,8.9,5.0,Yes,1
881,6.4,65,62,8,6.2,5.3,No,1
882,5.6,84,60,7,6.2,7.3,No,1
883,7.4,69,41,3,5.8,6.9,Yes,1
884,5.2,99,82,0,5.7,1.1,No,1
885,3.6,71,84,1,8.2,5.7,Yes,1
886,5.0,85,71,7,7.6,6.2,Yes,1
887,6.4,58,30,6,5.4,2.8,Yes,1
888,2.4,95,46,9,7.6,6.4,No,1
889,7.1,58,63,2,7.6,6.7,No,1
890,3.6,61,80,6,8.8,7.1,Yes,1
891,0.7,85,59,1,8.9,2.0,Yes,0
892,5.1,88,63,2,4.9,3.3,Yes,1
893,4.4,99,88,10,6.7,2.2,Yes,1
894,7.0,100,64,4,7.9,3.4,No,1
895,5.0,68,54,6,5.3,6.4,Yes,1
896,2.5,89,87,3,6.2,5.6,No,1
897,4.0,70,80,10,5.5,3.4,No,1
898,2.4,56,37,0,6.0,2.3,No,0
899,7.5,88,35,0,5.6,5.1,No,1
900,5.5,58,35,9,5.3,1.8,No,1
901,7.1,58,41,5,7.7,3.7,No,1
902,0.8,58,93,4,7.9,7.4,No,1
903,2.5,98,63,8,5.9,7.2,No,1
904,4.2,59,86,0,5.4,0.9,Yes,1
905,2.5,95,89,6,5.0,7.2,No,1
906,3.2,95,92,7,6.7,6.8,Yes,1
907,1.2,68,53,2,7.9,6.7,Yes,0
908,7.8,83,53,6,8.6,2.3,No,1
909,7.2,51,66,10,8.9,1.4,No,1
910,7.6,70,49,0,4.9,6.7,No,1
911,7.7,88,30,5,8.9,5.4,No,1
912,6.0,96,46,3,8.4,6.5,No,1
913,0.9,54,100,9,6.2,3.5,Yes,1
914,6.3,75,41,0,8.3,1.7,No,1
915,6.1,91,49,1,5.8,6.5,No,1
916,5.0,72,42,5,6.8,4.2,No,1
917,4.7,77,41,6,8.1,5.1,No,1
918,1.2,82,73,7,7.5,5.4,Yes,1
919,4.5,91,97,1,5.8,3.8,No,1
920,7.9,93,68,3,6.9,2.7,Yes,1
921,7.4,82,43,8,6.4,1.2,No,1
922,4.9,99,94,0,5.0,5.5,Yes,1
923,6.8,52,40,6,8.4,2.7,No,1
924,3.9,66,73,2,5.4,1.1,No,1
925,1.3,84,32,0,6.3,0.6,No,0
926,3.5,92,92,4,7.3,7.8,No,1
927,7.7,93,80,4,4.9,1.5,Yes,1
928,0.6,62,33,3,6.7,1.6,Yes,0
929,5.2,100,98,3,4.9,6.3,Yes,1
930,0.7,60,49,7,8.8,4.0,No,0
931,2.0,86,80,0,6.0,1.3,No,1
932,6.9,97,100,4,4.7,3.5,No,1
933,1.0,51,84,9,5.9,1.0,No,1
934,1.4,89,74,7,7.6,0.7,No,1
935,4.0,78,59,8,5.5,7.3,No,1
936,6.9,95,89,2,8.5,5.9,No,1
937,6.7,93,76,7,8.1,6.8,Yes,1
938,6.1,92,91,2,5.3,1.7,No,1
939,3.6,81,68,3,5.4,0.9,Yes,1
940,2.5,93,50,2,8.2,7.2,Yes,1
941,3.0,57,59,1,7.0,4.1,No,1
942,6.3,99,64,2,8.3,7.1,Yes,1
943,7.4,78,88,1,8.9,6.4,Yes,1
944,0.8,56,51,10,5.0,2.0,No,0
945,2.7,78,94,7,7.8,1.2,No,1
946,1.5,62,86,6,8.0,0.5,No,1
947,4.3,55,64,5,7.7,3.6,Yes,1
948,6.2,76,59,2,8.1,3.6,No,1
949,7.6,83,76,0,6.5,6.3,Yes,1
950,2.9,99,51,6,4.8,6.2,Yes,1
951,0.9,90,96,4,6.4,7.1,No,1
952,2.9,72,31,4,8.6,5.1,Yes,0
953,3.8,63,99,9,8.0,5.4,No,1
954,6.4,75,55,4,4.9,4.5,No,1
955,6.1,58,96,8,5.8,1.2,No,1
956,6.2,60,32,0,8.5,4.5,No,1
957,6.3,96,84,8,5.0,0.9,No,1
958,4.3,57,36,10,8.7,3.9,Yes,1
959,7.9,97,98,9,5.6,2.7,Yes,1
960,4.4,65,43,5,6.8,1.9,No,1
961,1.6,77,82,1,4.9,3.7,Yes,1
962,3.8,73,97,6,7.1,4.4,No,1
963,4.9,90,84,7,7.6,7.6,No,1
964,1.6,58,92,7,5.1,5.8,Yes,1
965,3.9,52,50,8,6.2,7.6,No,0
966,3.3,68,35,8,5.2,3.3,No,0
967,4.1,100,48,2,8.0,3.7,No,1
968,2.1,97,92,0,5.1,3.1,Yes,1
969,4.8,86,87,5,8.0,4.1,Yes,1
970,4.3,79,87,10,6.5,7.0,No,1
971,5.2,89,82,6,5.5,3.5,Yes,1
972,7.2,97,65,10,4.9,1.7,Yes,1
973,6.5,95,69,8,7.4,5.3,Yes,1
974,5.1,86,36,9,6.8,6.1,Yes,1
975,7.5,61,32,4,8.0,2.3,No,1
976,4.5,70,81,9,4.7,7.0,Yes,1
977,1.9,51,97,5,6.2,1.2,Yes,1
978,2.6,61,62,1,5.2,7.6,Yes,0
979,7.7,61,33,0,5.8,1.2,Yes,1
980,2.9,74,45,0,5.4,6.1,Yes,0
981,6.1,74,44,4,4.8,4.0,No,1
982,0.7,90,59,0,5.7,7.7,Yes,0
983,4.7,100,46,4,7.1,3.8,Yes,1
984,1.6,84,51,3,6.9,3.7,No,0
985,6.6,89,67,10,8.9,0.5,No,1
986,2.4,93,78,5,8.3,2.1,No,1
987,6.0,86,38,4,4.9,5.7,Yes,1
988,8.0,77,56,9,6.8,6.5,No,1
989,7.8,95,87,4,5.6,7.9,No,1
990,7.7,71,32,2,7.4,0.5,No,1
991,0.6,61,82,8,8.5,5.8,No,1
992,6.4,91,39,8,4.6,6.7,No,1
993,3.1,74,75,6,5.3,6.3,Yes,1
994,3.3,62,86,0,5.5,0.6,No,1
995,5.8,62,41,9,7.3,6.6,Yes,1
996,4.2,73,34,4,6.7,5.8,Yes,0
997,7.9,90,80,1,8.4,4.8,No,1
998,2.0,97,52,1,7.1,6.1,Yes,0
999,4.8,64,96,4,5.4,5.6,No,1
1000,7.1,50,84,10,7.5,5.4,No,1
